Region/Country/Area,,Year,Series,Value,Footnotes
92,British Virgin Islands,2018,GDP in current prices (millions of US dollars),"1,382",
92,British Virgin Islands,2019,GDP in current prices (millions of US dollars),"1,439",
92,British Virgin Islands,2020,GDP in current prices (millions of US dollars),"1,492",
92,British Virgin Islands,1995,GDP per capita (US dollars),"23,475",
92,British Virgin Islands,2005,GDP per capita (US dollars),"42,997",
92,British Virgin Islands,2010,GDP per capita (US dollars),"40,085",
92,British Virgin Islands,2015,GDP per capita (US dollars),"43,878",
92,British Virgin Islands,2018,GDP per capita (US dollars),"46,368",
92,British Virgin Islands,2019,GDP per capita (US dollars),"47,914",
92,British Virgin Islands,2020,GDP per capita (US dollars),"49,357",
92,British Virgin Islands,1995,GDP in constant 2010 prices (millions of US dollars),734,
92,British Virgin Islands,2005,GDP in constant 2010 prices (millions of US dollars),"1,204",
92,British Virgin Islands,2010,GDP in constant 2010 prices (millions of US dollars),"1,251",
92,British Virgin Islands,2015,GDP in constant 2010 prices (millions of US dollars),"1,279",
92,British Virgin Islands,2018,GDP in constant 2010 prices (millions of US dollars),"1,359",
92,British Virgin Islands,2019,GDP in constant 2010 prices (millions of US dollars),"1,382",
92,British Virgin Islands,2020,GDP in constant 2010 prices (millions of US dollars),"1,406",
92,British Virgin Islands,1995,GDP real rates of growth (percent),23.6,
92,British Virgin Islands,2005,GDP real rates of growth (percent),14.3,
92,British Virgin Islands,2010,GDP real rates of growth (percent),1.7,
92,British Virgin Islands,2015,GDP real rates of growth (percent),0.8,
92,British Virgin Islands,2018,GDP real rates of growth (percent),0,
92,British Virgin Islands,2019,GDP real rates of growth (percent),1.7,
92,British Virgin Islands,2020,GDP real rates of growth (percent),1.7,
96,Brunei Darussalam,1995,GDP in current prices (millions of US dollars),"5,245",
96,Brunei Darussalam,2005,GDP in current prices (millions of US dollars),"10,561",
96,Brunei Darussalam,2010,GDP in current prices (millions of US dollars),"13,707",
96,Brunei Darussalam,2015,GDP in current prices (millions of US dollars),"12,930",
96,Brunei Darussalam,2018,GDP in current prices (millions of US dollars),"13,567",
96,Brunei Darussalam,2019,GDP in current prices (millions of US dollars),"13,469",
96,Brunei Darussalam,2020,GDP in current prices (millions of US dollars),"12,003",
96,Brunei Darussalam,1995,GDP per capita (US dollars),"17,655",
96,Brunei Darussalam,2005,GDP per capita (US dollars),"28,926",
96,Brunei Darussalam,2010,GDP per capita (US dollars),"35,269",
96,Brunei Darussalam,2015,GDP per capita (US dollars),"31,164",
96,Brunei Darussalam,2018,GDP per capita (US dollars),"31,627",
96,Brunei Darussalam,2019,GDP per capita (US dollars),"31,086",
96,Brunei Darussalam,2020,GDP per capita (US dollars),"27,437",
96,Brunei Darussalam,1995,GDP in constant 2010 prices (millions of US dollars),"10,623",
96,Brunei Darussalam,2005,GDP in constant 2010 prices (millions of US dollars),"12,575",
96,Brunei Darussalam,2010,GDP in constant 2010 prices (millions of US dollars),"12,995",
96,Brunei Darussalam,2015,GDP in constant 2010 prices (millions of US dollars),"12,930",
96,Brunei Darussalam,2018,GDP in constant 2010 prices (millions of US dollars),"12,784",
96,Brunei Darussalam,2019,GDP in constant 2010 prices (millions of US dollars),"13,279",
96,Brunei Darussalam,2020,GDP in constant 2010 prices (millions of US dollars),"13,427",
96,Brunei Darussalam,1995,GDP real rates of growth (percent),4.5,
96,Brunei Darussalam,2005,GDP real rates of growth (percent),0.4,
96,Brunei Darussalam,2010,GDP real rates of growth (percent),2.6,
96,Brunei Darussalam,2015,GDP real rates of growth (percent),-0.4,
96,Brunei Darussalam,2018,GDP real rates of growth (percent),0.1,
96,Brunei Darussalam,2019,GDP real rates of growth (percent),3.9,
96,Brunei Darussalam,2020,GDP real rates of growth (percent),1.1,
100,Bulgaria,1995,GDP in current prices (millions of US dollars),"18,992",
100,Bulgaria,2005,GDP in current prices (millions of US dollars),"29,869",
100,Bulgaria,2010,GDP in current prices (millions of US dollars),"50,682",
100,Bulgaria,2015,GDP in current prices (millions of US dollars),"50,782",
100,Bulgaria,2018,GDP in current prices (millions of US dollars),"66,362",
100,Bulgaria,2019,GDP in current prices (millions of US dollars),"68,914",
100,Bulgaria,2020,GDP in current prices (millions of US dollars),"69,888",
100,Bulgaria,1995,GDP per capita (US dollars),"2,267",
100,Bulgaria,2005,GDP per capita (US dollars),"3,886",
100,Bulgaria,2010,GDP per capita (US dollars),"6,826",
100,Bulgaria,2015,GDP per capita (US dollars),"7,053",
100,Bulgaria,2018,GDP per capita (US dollars),"9,411",
100,Bulgaria,2019,GDP per capita (US dollars),"9,845",
100,Bulgaria,2020,GDP per capita (US dollars),"10,058",
100,Bulgaria,1995,GDP in constant 2010 prices (millions of US dollars),"33,807",
100,Bulgaria,2005,GDP in constant 2010 prices (millions of US dollars),"40,064",
100,Bulgaria,2010,GDP in constant 2010 prices (millions of US dollars),"47,538",
100,Bulgaria,2015,GDP in constant 2010 prices (millions of US dollars),"50,782",
100,Bulgaria,2018,GDP in constant 2010 prices (millions of US dollars),"55,215",
100,Bulgaria,2019,GDP in constant 2010 prices (millions of US dollars),"57,444",
100,Bulgaria,2020,GDP in constant 2010 prices (millions of US dollars),"54,924",
100,Bulgaria,1995,GDP real rates of growth (percent),2.9,
100,Bulgaria,2005,GDP real rates of growth (percent),7.1,
100,Bulgaria,2010,GDP real rates of growth (percent),1.5,
100,Bulgaria,2015,GDP real rates of growth (percent),3.4,
100,Bulgaria,2018,GDP real rates of growth (percent),2.7,
100,Bulgaria,2019,GDP real rates of growth (percent),4,
100,Bulgaria,2020,GDP real rates of growth (percent),-4.4,
854,Burkina Faso,1995,GDP in current prices (millions of US dollars),"2,704",
854,Burkina Faso,2005,GDP in current prices (millions of US dollars),"6,144",
854,Burkina Faso,2010,GDP in current prices (millions of US dollars),"10,100",
854,Burkina Faso,2015,GDP in current prices (millions of US dollars),"11,823",
854,Burkina Faso,2018,GDP in current prices (millions of US dollars),"16,060",
854,Burkina Faso,2019,GDP in current prices (millions of US dollars),"15,991",
854,Burkina Faso,2020,GDP in current prices (millions of US dollars),"17,369",
854,Burkina Faso,1995,GDP per capita (US dollars),268,
854,Burkina Faso,2005,GDP per capita (US dollars),458,
854,Burkina Faso,2010,GDP per capita (US dollars),647,
854,Burkina Faso,2015,GDP per capita (US dollars),653,
854,Burkina Faso,2018,GDP per capita (US dollars),813,
854,Burkina Faso,2019,GDP per capita (US dollars),787,
854,Burkina Faso,2020,GDP per capita (US dollars),831,
854,Burkina Faso,1995,GDP in constant 2010 prices (millions of US dollars),"3,723",
854,Burkina Faso,2005,GDP in constant 2010 prices (millions of US dollars),"6,950",
854,Burkina Faso,2010,GDP in constant 2010 prices (millions of US dollars),"9,082",
854,Burkina Faso,2015,GDP in constant 2010 prices (millions of US dollars),"11,823",
854,Burkina Faso,2018,GDP in constant 2010 prices (millions of US dollars),"14,200",
854,Burkina Faso,2019,GDP in constant 2010 prices (millions of US dollars),"15,010",
854,Burkina Faso,2020,GDP in constant 2010 prices (millions of US dollars),"15,313",
854,Burkina Faso,1995,GDP real rates of growth (percent),5.7,
854,Burkina Faso,2005,GDP real rates of growth (percent),8.7,
854,Burkina Faso,2010,GDP real rates of growth (percent),8.4,
854,Burkina Faso,2015,GDP real rates of growth (percent),3.9,
854,Burkina Faso,2018,GDP real rates of growth (percent),6.7,
854,Burkina Faso,2019,GDP real rates of growth (percent),5.7,
854,Burkina Faso,2020,GDP real rates of growth (percent),2,
108,Burundi,1995,GDP in current prices (millions of US dollars),"1,000",
108,Burundi,2005,GDP in current prices (millions of US dollars),"1,117",
108,Burundi,2010,GDP in current prices (millions of US dollars),"2,032",
108,Burundi,2015,GDP in current prices (millions of US dollars),"2,811",
108,Burundi,2018,GDP in current prices (millions of US dollars),"3,317",
108,Burundi,2019,GDP in current prices (millions of US dollars),"3,369",
108,Burundi,2020,GDP in current prices (millions of US dollars),"3,399",
108,Burundi,1995,GDP per capita (US dollars),167,
108,Burundi,2005,GDP per capita (US dollars),152,
108,Burundi,2010,GDP per capita (US dollars),234,
108,Burundi,2015,GDP per capita (US dollars),277,
108,Burundi,2018,GDP per capita (US dollars),297,
108,Burundi,2019,GDP per capita (US dollars),292,
108,Burundi,2020,GDP per capita (US dollars),286,
108,Burundi,1995,GDP in constant 2010 prices (millions of US dollars),"1,827",
108,Burundi,2005,GDP in constant 2010 prices (millions of US dollars),"1,905",
108,Burundi,2010,GDP in constant 2010 prices (millions of US dollars),"2,376",
108,Burundi,2015,GDP in constant 2010 prices (millions of US dollars),"2,811",
108,Burundi,2018,GDP in constant 2010 prices (millions of US dollars),"3,171",
108,Burundi,2019,GDP in constant 2010 prices (millions of US dollars),"3,313",
108,Burundi,2020,GDP in constant 2010 prices (millions of US dollars),"3,278",
108,Burundi,1995,GDP real rates of growth (percent),-7,
108,Burundi,2005,GDP real rates of growth (percent),0.9,
108,Burundi,2010,GDP real rates of growth (percent),5.1,
108,Burundi,2015,GDP real rates of growth (percent),-0.4,
108,Burundi,2018,GDP real rates of growth (percent),5.3,
108,Burundi,2019,GDP real rates of growth (percent),4.5,
108,Burundi,2020,GDP real rates of growth (percent),-1,
132,Cabo Verde,1995,GDP in current prices (millions of US dollars),558,
132,Cabo Verde,2005,GDP in current prices (millions of US dollars),"1,105",
132,Cabo Verde,2010,GDP in current prices (millions of US dollars),"1,664",
132,Cabo Verde,2015,GDP in current prices (millions of US dollars),"1,596",
132,Cabo Verde,2018,GDP in current prices (millions of US dollars),"1,967",
132,Cabo Verde,2019,GDP in current prices (millions of US dollars),"1,982",
132,Cabo Verde,2020,GDP in current prices (millions of US dollars),"1,704",
132,Cabo Verde,1995,GDP per capita (US dollars),"1,444",
132,Cabo Verde,2005,GDP per capita (US dollars),"2,387",
132,Cabo Verde,2010,GDP per capita (US dollars),"3,378",
132,Cabo Verde,2015,GDP per capita (US dollars),"3,042",
132,Cabo Verde,2018,GDP per capita (US dollars),"3,616",
132,Cabo Verde,2019,GDP per capita (US dollars),"3,604",
132,Cabo Verde,2020,GDP per capita (US dollars),"3,064",
132,Cabo Verde,1995,GDP in constant 2010 prices (millions of US dollars),597,
132,Cabo Verde,2005,GDP in constant 2010 prices (millions of US dollars),"1,160",
132,Cabo Verde,2010,GDP in constant 2010 prices (millions of US dollars),"1,483",
132,Cabo Verde,2015,GDP in constant 2010 prices (millions of US dollars),"1,596",
132,Cabo Verde,2018,GDP in constant 2010 prices (millions of US dollars),"1,812",
132,Cabo Verde,2019,GDP in constant 2010 prices (millions of US dollars),"1,914",
132,Cabo Verde,2020,GDP in constant 2010 prices (millions of US dollars),"1,631",
132,Cabo Verde,1995,GDP real rates of growth (percent),7.5,
132,Cabo Verde,2005,GDP real rates of growth (percent),6.5,
132,Cabo Verde,2010,GDP real rates of growth (percent),1.5,
132,Cabo Verde,2015,GDP real rates of growth (percent),1,
132,Cabo Verde,2018,GDP real rates of growth (percent),4.5,
132,Cabo Verde,2019,GDP real rates of growth (percent),5.7,
132,Cabo Verde,2020,GDP real rates of growth (percent),-14.8,
116,Cambodia,1995,GDP in current prices (millions of US dollars),"3,309",
116,Cambodia,2005,GDP in current prices (millions of US dollars),"6,293",
116,Cambodia,2010,GDP in current prices (millions of US dollars),"11,242",
116,Cambodia,2015,GDP in current prices (millions of US dollars),"18,050",
116,Cambodia,2018,GDP in current prices (millions of US dollars),"24,572",
116,Cambodia,2019,GDP in current prices (millions of US dollars),"27,098",
116,Cambodia,2020,GDP in current prices (millions of US dollars),"25,291",
116,Cambodia,1995,GDP per capita (US dollars),311,
116,Cambodia,2005,GDP per capita (US dollars),474,
116,Cambodia,2010,GDP per capita (US dollars),786,
116,Cambodia,2015,GDP per capita (US dollars),"1,163",
116,Cambodia,2018,GDP per capita (US dollars),"1,512",
116,Cambodia,2019,GDP per capita (US dollars),"1,644",
116,Cambodia,2020,GDP per capita (US dollars),"1,513",
116,Cambodia,1995,GDP in constant 2010 prices (millions of US dollars),"4,185",
116,Cambodia,2005,GDP in constant 2010 prices (millions of US dollars),"9,237",
116,Cambodia,2010,GDP in constant 2010 prices (millions of US dollars),"12,760",
116,Cambodia,2015,GDP in constant 2010 prices (millions of US dollars),"18,050",
116,Cambodia,2018,GDP in constant 2010 prices (millions of US dollars),"22,180",
116,Cambodia,2019,GDP in constant 2010 prices (millions of US dollars),"23,744",
116,Cambodia,2020,GDP in constant 2010 prices (millions of US dollars),"22,999",
116,Cambodia,1995,GDP real rates of growth (percent),5.9,
116,Cambodia,2005,GDP real rates of growth (percent),13.2,
116,Cambodia,2010,GDP real rates of growth (percent),6,
116,Cambodia,2015,GDP real rates of growth (percent),7,
116,Cambodia,2018,GDP real rates of growth (percent),7.4,
116,Cambodia,2019,GDP real rates of growth (percent),7.1,
116,Cambodia,2020,GDP real rates of growth (percent),-3.1,
120,Cameroon,1995,GDP in current prices (millions of US dollars),"9,641",
120,Cameroon,2005,GDP in current prices (millions of US dollars),"17,944",
120,Cameroon,2010,GDP in current prices (millions of US dollars),"26,144",
120,Cameroon,2015,GDP in current prices (millions of US dollars),"30,905",
120,Cameroon,2018,GDP in current prices (millions of US dollars),"38,694",
120,Cameroon,2019,GDP in current prices (millions of US dollars),"39,007",
120,Cameroon,2020,GDP in current prices (millions of US dollars),"39,881",
120,Cameroon,1995,GDP per capita (US dollars),709,
120,Cameroon,2005,GDP per capita (US dollars),"1,012",
120,Cameroon,2010,GDP per capita (US dollars),"1,285",
120,Cameroon,2015,GDP per capita (US dollars),"1,326",
120,Cameroon,2018,GDP per capita (US dollars),"1,534",
120,Cameroon,2019,GDP per capita (US dollars),"1,507",
120,Cameroon,2020,GDP per capita (US dollars),"1,502",
120,Cameroon,1995,GDP in constant 2010 prices (millions of US dollars),"13,204",
120,Cameroon,2005,GDP in constant 2010 prices (millions of US dollars),"20,281",
120,Cameroon,2010,GDP in constant 2010 prices (millions of US dollars),"24,077",
120,Cameroon,2015,GDP in constant 2010 prices (millions of US dollars),"30,905",
120,Cameroon,2018,GDP in constant 2010 prices (millions of US dollars),"34,850",
120,Cameroon,2019,GDP in constant 2010 prices (millions of US dollars),"36,147",
120,Cameroon,2020,GDP in constant 2010 prices (millions of US dollars),"35,590",
120,Cameroon,1995,GDP real rates of growth (percent),3.5,
120,Cameroon,2005,GDP real rates of growth (percent),2,
120,Cameroon,2010,GDP real rates of growth (percent),3.4,
120,Cameroon,2015,GDP real rates of growth (percent),5.7,
120,Cameroon,2018,GDP real rates of growth (percent),4.1,
120,Cameroon,2019,GDP real rates of growth (percent),3.7,
120,Cameroon,2020,GDP real rates of growth (percent),-1.5,
124,Canada,1995,GDP in current prices (millions of US dollars),"605,943",
124,Canada,2005,GDP in current prices (millions of US dollars),"1,173,158",
124,Canada,2010,GDP in current prices (millions of US dollars),"1,617,267",
124,Canada,2015,GDP in current prices (millions of US dollars),"1,556,129",
124,Canada,2018,GDP in current prices (millions of US dollars),"1,721,906",
124,Canada,2019,GDP in current prices (millions of US dollars),"1,741,497",
124,Canada,2020,GDP in current prices (millions of US dollars),"1,644,037",
124,Canada,1995,GDP per capita (US dollars),"20,777",
124,Canada,2005,GDP per capita (US dollars),"36,474",
124,Canada,2010,GDP per capita (US dollars),"47,361",
124,Canada,2015,GDP per capita (US dollars),"43,194",
124,Canada,2018,GDP per capita (US dollars),"46,444",
124,Canada,2019,GDP per capita (US dollars),"46,550",
124,Canada,2020,GDP per capita (US dollars),"43,560",
124,Canada,1995,GDP in constant 2010 prices (millions of US dollars),"955,380",
124,Canada,2005,GDP in constant 2010 prices (millions of US dollars),"1,321,333",
124,Canada,2010,GDP in constant 2010 prices (millions of US dollars),"1,399,168",
124,Canada,2015,GDP in constant 2010 prices (millions of US dollars),"1,556,129",
124,Canada,2018,GDP in constant 2010 prices (millions of US dollars),"1,658,836",
124,Canada,2019,GDP in constant 2010 prices (millions of US dollars),"1,689,714",
124,Canada,2020,GDP in constant 2010 prices (millions of US dollars),"1,599,940",
124,Canada,1995,GDP real rates of growth (percent),2.7,
124,Canada,2005,GDP real rates of growth (percent),3.2,
124,Canada,2010,GDP real rates of growth (percent),3.1,
124,Canada,2015,GDP real rates of growth (percent),0.7,
124,Canada,2018,GDP real rates of growth (percent),2.4,
124,Canada,2019,GDP real rates of growth (percent),1.9,
124,Canada,2020,GDP real rates of growth (percent),-5.3,
136,Cayman Islands,1995,GDP in current prices (millions of US dollars),"1,709",
136,Cayman Islands,2005,GDP in current prices (millions of US dollars),"4,010",
136,Cayman Islands,2010,GDP in current prices (millions of US dollars),"4,277",
136,Cayman Islands,2015,GDP in current prices (millions of US dollars),"4,785",
136,Cayman Islands,2018,GDP in current prices (millions of US dollars),"5,522",
136,Cayman Islands,2019,GDP in current prices (millions of US dollars),"5,936",
136,Cayman Islands,2020,GDP in current prices (millions of US dollars),"6,256",
136,Cayman Islands,1995,GDP per capita (US dollars),"53,127",
136,Cayman Islands,2005,GDP per capita (US dollars),"81,399",
136,Cayman Islands,2010,GDP per capita (US dollars),"75,461",
136,Cayman Islands,2015,GDP per capita (US dollars),"77,518",
136,Cayman Islands,2018,GDP per capita (US dollars),"86,054",
136,Cayman Islands,2019,GDP per capita (US dollars),"91,389",
136,Cayman Islands,2020,GDP per capita (US dollars),"95,191",
136,Cayman Islands,1995,GDP in constant 2010 prices (millions of US dollars),"2,665",
136,Cayman Islands,2005,GDP in constant 2010 prices (millions of US dollars),"4,502",
136,Cayman Islands,2010,GDP in constant 2010 prices (millions of US dollars),"4,370",
136,Cayman Islands,2015,GDP in constant 2010 prices (millions of US dollars),"4,785",
136,Cayman Islands,2018,GDP in constant 2010 prices (millions of US dollars),"5,311",
136,Cayman Islands,2019,GDP in constant 2010 prices (millions of US dollars),"5,514",
136,Cayman Islands,2020,GDP in constant 2010 prices (millions of US dollars),"5,704",
136,Cayman Islands,1995,GDP real rates of growth (percent),4.8,
136,Cayman Islands,2005,GDP real rates of growth (percent),6.5,
136,Cayman Islands,2010,GDP real rates of growth (percent),-2.7,
136,Cayman Islands,2015,GDP real rates of growth (percent),2.8,
136,Cayman Islands,2018,GDP real rates of growth (percent),4.2,
136,Cayman Islands,2019,GDP real rates of growth (percent),3.8,
136,Cayman Islands,2020,GDP real rates of growth (percent),3.5,
140,Central African Republic,1995,GDP in current prices (millions of US dollars),"1,167",
140,Central African Republic,2005,GDP in current prices (millions of US dollars),"1,413",
140,Central African Republic,2010,GDP in current prices (millions of US dollars),"2,141",
140,Central African Republic,2015,GDP in current prices (millions of US dollars),"1,695",
140,Central African Republic,2018,GDP in current prices (millions of US dollars),"2,221",
140,Central African Republic,2019,GDP in current prices (millions of US dollars),"2,219",
140,Central African Republic,2020,GDP in current prices (millions of US dollars),"2,323",
140,Central African Republic,1995,GDP per capita (US dollars),362,
140,Central African Republic,2005,GDP per capita (US dollars),350,
140,Central African Republic,2010,GDP per capita (US dollars),488,
140,Central African Republic,2015,GDP per capita (US dollars),377,
140,Central African Republic,2018,GDP per capita (US dollars),476,
140,Central African Republic,2019,GDP per capita (US dollars),468,
140,Central African Republic,2020,GDP per capita (US dollars),481,
140,Central African Republic,1995,GDP in constant 2010 prices (millions of US dollars),"1,788",
140,Central African Republic,2005,GDP in constant 2010 prices (millions of US dollars),"1,938",
140,Central African Republic,2010,GDP in constant 2010 prices (millions of US dollars),"2,331",
140,Central African Republic,2015,GDP in constant 2010 prices (millions of US dollars),"1,695",
140,Central African Republic,2018,GDP in constant 2010 prices (millions of US dollars),"1,926",
140,Central African Republic,2019,GDP in constant 2010 prices (millions of US dollars),"1,983",
140,Central African Republic,2020,GDP in constant 2010 prices (millions of US dollars),"2,002",
140,Central African Republic,1995,GDP real rates of growth (percent),5.2,
140,Central African Republic,2005,GDP real rates of growth (percent),2.4,
140,Central African Republic,2010,GDP real rates of growth (percent),4.6,
140,Central African Republic,2015,GDP real rates of growth (percent),4.3,
140,Central African Republic,2018,GDP real rates of growth (percent),3.8,
140,Central African Republic,2019,GDP real rates of growth (percent),3,
140,Central African Republic,2020,GDP real rates of growth (percent),1,
148,Chad,1995,GDP in current prices (millions of US dollars),"1,643",
148,Chad,2005,GDP in current prices (millions of US dollars),"6,681",
148,Chad,2010,GDP in current prices (millions of US dollars),"10,971",
148,Chad,2015,GDP in current prices (millions of US dollars),"11,690",
148,Chad,2018,GDP in current prices (millions of US dollars),"11,372",
148,Chad,2019,GDP in current prices (millions of US dollars),"11,272",
148,Chad,2020,GDP in current prices (millions of US dollars),"11,154",
148,Chad,1995,GDP per capita (US dollars),234,
148,Chad,2005,GDP per capita (US dollars),662,
148,Chad,2010,GDP per capita (US dollars),918,
148,Chad,2015,GDP per capita (US dollars),828,
148,Chad,2018,GDP per capita (US dollars),735,
148,Chad,2019,GDP per capita (US dollars),707,
148,Chad,2020,GDP per capita (US dollars),679,
148,Chad,1995,GDP in constant 2010 prices (millions of US dollars),"2,779",
148,Chad,2005,GDP in constant 2010 prices (millions of US dollars),"6,331",
148,Chad,2010,GDP in constant 2010 prices (millions of US dollars),"9,323",
148,Chad,2015,GDP in constant 2010 prices (millions of US dollars),"11,690",
148,Chad,2018,GDP in constant 2010 prices (millions of US dollars),"10,926",
148,Chad,2019,GDP in constant 2010 prices (millions of US dollars),"11,249",
148,Chad,2020,GDP in constant 2010 prices (millions of US dollars),"11,157",
148,Chad,1995,GDP real rates of growth (percent),1.4,
148,Chad,2005,GDP real rates of growth (percent),7.9,
148,Chad,2010,GDP real rates of growth (percent),15,
148,Chad,2015,GDP real rates of growth (percent),1.8,
148,Chad,2018,GDP real rates of growth (percent),2.3,
148,Chad,2019,GDP real rates of growth (percent),3,
148,Chad,2020,GDP real rates of growth (percent),-0.8,
152,Chile,1995,GDP in current prices (millions of US dollars),"75,099",
152,Chile,2005,GDP in current prices (millions of US dollars),"122,965",
152,Chile,2010,GDP in current prices (millions of US dollars),"218,538",
152,Chile,2015,GDP in current prices (millions of US dollars),"243,919",
152,Chile,2018,GDP in current prices (millions of US dollars),"297,572",
152,Chile,2019,GDP in current prices (millions of US dollars),"279,385",
152,Chile,2020,GDP in current prices (millions of US dollars),"252,940",
152,Chile,1995,GDP per capita (US dollars),"5,222",
152,Chile,2005,GDP per capita (US dollars),"7,599",
152,Chile,2010,GDP per capita (US dollars),"12,808",
152,Chile,2015,GDP per capita (US dollars),"13,574",
152,Chile,2018,GDP per capita (US dollars),"15,888",
152,Chile,2019,GDP per capita (US dollars),"14,742",
152,Chile,2020,GDP per capita (US dollars),"13,232",
152,Chile,1995,GDP in constant 2010 prices (millions of US dollars),"109,700",
152,Chile,2005,GDP in constant 2010 prices (millions of US dollars),"167,485",
152,Chile,2010,GDP in constant 2010 prices (millions of US dollars),"201,494",
152,Chile,2015,GDP in constant 2010 prices (millions of US dollars),"243,919",
152,Chile,2018,GDP in constant 2010 prices (millions of US dollars),"260,354",
152,Chile,2019,GDP in constant 2010 prices (millions of US dollars),"262,807",
152,Chile,2020,GDP in constant 2010 prices (millions of US dollars),"247,639",
152,Chile,1995,GDP real rates of growth (percent),10.6,
152,Chile,2005,GDP real rates of growth (percent),6.2,
152,Chile,2010,GDP real rates of growth (percent),5.8,
152,Chile,2015,GDP real rates of growth (percent),2.3,
152,Chile,2018,GDP real rates of growth (percent),3.7,
152,Chile,2019,GDP real rates of growth (percent),0.9,
152,Chile,2020,GDP real rates of growth (percent),-5.8,
156,China,1995,GDP in current prices (millions of US dollars),"734,485","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,GDP in current prices (millions of US dollars),"2,285,962","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,GDP in current prices (millions of US dollars),"6,087,188","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,GDP in current prices (millions of US dollars),"11,061,570","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2018,GDP in current prices (millions of US dollars),"13,894,906","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2019,GDP in current prices (millions of US dollars),"14,279,966","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,GDP in current prices (millions of US dollars),"14,722,801","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,1995,GDP per capita (US dollars),592,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,GDP per capita (US dollars),"1,718","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,GDP per capita (US dollars),"4,447","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,GDP per capita (US dollars),"7,863","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2018,GDP per capita (US dollars),"9,733","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2019,GDP per capita (US dollars),"9,960","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,GDP per capita (US dollars),"10,229","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,1995,GDP in constant 2010 prices (millions of US dollars),"1,831,413","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,GDP in constant 2010 prices (millions of US dollars),"4,420,545","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,GDP in constant 2010 prices (millions of US dollars),"7,554,111","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,GDP in constant 2010 prices (millions of US dollars),"11,061,570","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2018,GDP in constant 2010 prices (millions of US dollars),"13,493,439","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2019,GDP in constant 2010 prices (millions of US dollars),"14,296,365","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,GDP in constant 2010 prices (millions of US dollars),"14,631,982","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
