Region/Country/Area,,Year,Series,Value,Footnotes
68,Bolivia (Plurin. State of),2018,"Robbery at the national level, rate per 100,000 population",97.8,
68,Bolivia (Plurin. State of),2018,"Total Sexual Violence at the national level, rate per 100,000",48.7,
68,Bolivia (Plurin. State of),2019,"Intentional homicide rates per 100,000",7,
68,Bolivia (Plurin. State of),2019,"Percentage of male and female intentional homicide victims, Male",8.7,
68,Bolivia (Plurin. State of),2019,"Percentage of male and female intentional homicide victims, Female",5.3,
68,Bolivia (Plurin. State of),2019,"Assault rate per 100,000 population",106.3,
68,Bolivia (Plurin. State of),2019,"Kidnapping at the national level, rate per 100,000",0.3,
68,Bolivia (Plurin. State of),2019,"Robbery at the national level, rate per 100,000 population",108.9,
68,Bolivia (Plurin. State of),2019,"Total Sexual Violence at the national level, rate per 100,000",46.5,
70,Bosnia and Herzegovina,2002,"Intentional homicide rates per 100,000",2.4,
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Male",3.5,
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Female",1.3,
70,Bosnia and Herzegovina,2004,"Intentional homicide rates per 100,000",1.8,
70,Bosnia and Herzegovina,2005,"Assault rate per 100,000 population",36.4,
70,Bosnia and Herzegovina,2005,"Kidnapping at the national level, rate per 100,000",0.2,
70,Bosnia and Herzegovina,2005,"Theft at the national level, rate per 100,000 population",489.1,
70,Bosnia and Herzegovina,2005,"Robbery at the national level, rate per 100,000 population",20.1,
70,Bosnia and Herzegovina,2008,"Intentional homicide rates per 100,000",1.8,
70,Bosnia and Herzegovina,2008,"Assault rate per 100,000 population",39.3,
70,Bosnia and Herzegovina,2008,"Kidnapping at the national level, rate per 100,000",0.2,
70,Bosnia and Herzegovina,2008,"Theft at the national level, rate per 100,000 population",171.9,
70,Bosnia and Herzegovina,2008,"Robbery at the national level, rate per 100,000 population",19.9,
70,Bosnia and Herzegovina,2008,"Total Sexual Violence at the national level, rate per 100,000",4.5,
70,Bosnia and Herzegovina,2010,"Intentional homicide rates per 100,000",1.5,
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Male",2.5,
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Female",0.5,
70,Bosnia and Herzegovina,2010,"Assault rate per 100,000 population",13.6,
70,Bosnia and Herzegovina,2010,"Kidnapping at the national level, rate per 100,000",0,
70,Bosnia and Herzegovina,2010,"Theft at the national level, rate per 100,000 population",306.6,
70,Bosnia and Herzegovina,2010,"Total Sexual Violence at the national level, rate per 100,000",4,
70,Bosnia and Herzegovina,2014,"Intentional homicide rates per 100,000",1.4,
70,Bosnia and Herzegovina,2014,"Percentage of male and female intentional homicide victims, Male",2.3,
70,Bosnia and Herzegovina,2014,"Percentage of male and female intentional homicide victims, Female",0.6,
70,Bosnia and Herzegovina,2014,"Assault rate per 100,000 population",17,
70,Bosnia and Herzegovina,2014,"Kidnapping at the national level, rate per 100,000",0.1,
70,Bosnia and Herzegovina,2014,"Theft at the national level, rate per 100,000 population",170.3,
70,Bosnia and Herzegovina,2014,"Robbery at the national level, rate per 100,000 population",29.4,
70,Bosnia and Herzegovina,2014,"Total Sexual Violence at the national level, rate per 100,000",3.8,
70,Bosnia and Herzegovina,2015,"Intentional homicide rates per 100,000",1.7,
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Male",2.3,
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Female",1,
70,Bosnia and Herzegovina,2015,"Assault rate per 100,000 population",28.9,
70,Bosnia and Herzegovina,2015,"Kidnapping at the national level, rate per 100,000",0,
70,Bosnia and Herzegovina,2015,"Theft at the national level, rate per 100,000 population",142.1,
70,Bosnia and Herzegovina,2015,"Total Sexual Violence at the national level, rate per 100,000",4.8,
70,Bosnia and Herzegovina,2019,"Intentional homicide rates per 100,000",1.3,
70,Bosnia and Herzegovina,2019,"Percentage of male and female intentional homicide victims, Male",2,
70,Bosnia and Herzegovina,2019,"Percentage of male and female intentional homicide victims, Female",0.6,
70,Bosnia and Herzegovina,2019,"Assault rate per 100,000 population",22,
70,Bosnia and Herzegovina,2019,"Kidnapping at the national level, rate per 100,000",0.2,
70,Bosnia and Herzegovina,2019,"Robbery at the national level, rate per 100,000 population",20,
70,Bosnia and Herzegovina,2019,"Total Sexual Violence at the national level, rate per 100,000",5.6,
70,Bosnia and Herzegovina,2020,"Intentional homicide rates per 100,000",1.3,
70,Bosnia and Herzegovina,2020,"Percentage of male and female intentional homicide victims, Male",2.4,
70,Bosnia and Herzegovina,2020,"Percentage of male and female intentional homicide victims, Female",0.3,
70,Bosnia and Herzegovina,2020,"Assault rate per 100,000 population",19.5,
70,Bosnia and Herzegovina,2020,"Kidnapping at the national level, rate per 100,000",0,
70,Bosnia and Herzegovina,2020,"Theft at the national level, rate per 100,000 population",111.8,
70,Bosnia and Herzegovina,2020,"Total Sexual Violence at the national level, rate per 100,000",5.9,
72,Botswana,2005,"Intentional homicide rates per 100,000",16.2,
72,Botswana,2010,"Intentional homicide rates per 100,000",15.2,
72,Botswana,2010,"Assault rate per 100,000 population",878.5,
72,Botswana,2010,"Kidnapping at the national level, rate per 100,000",0.2,
72,Botswana,2010,"Theft at the national level, rate per 100,000 population","1,495.40",
72,Botswana,2010,"Robbery at the national level, rate per 100,000 population",120.9,
72,Botswana,2014,"Assault rate per 100,000 population",806.6,
72,Botswana,2014,"Kidnapping at the national level, rate per 100,000",0.1,
72,Botswana,2014,"Theft at the national level, rate per 100,000 population","1,419.90",
72,Botswana,2014,"Robbery at the national level, rate per 100,000 population",81.3,
72,Botswana,2014,"Total Sexual Violence at the national level, rate per 100,000",131.7,
76,Brazil,2005,"Intentional homicide rates per 100,000",25.6,
76,Brazil,2005,"Percentage of male and female intentional homicide victims, Male",47.5,
76,Brazil,2005,"Percentage of male and female intentional homicide victims, Female",4.1,
76,Brazil,2010,"Intentional homicide rates per 100,000",26.7,
76,Brazil,2010,"Percentage of male and female intentional homicide victims, Male",49.5,
76,Brazil,2010,"Percentage of male and female intentional homicide victims, Female",4.5,
76,Brazil,2010,"Assault rate per 100,000 population",365.7,
76,Brazil,2010,"Kidnapping at the national level, rate per 100,000",0.2,
76,Brazil,2010,"Theft at the national level, rate per 100,000 population",706.5,
76,Brazil,2010,"Robbery at the national level, rate per 100,000 population",552.4,
76,Brazil,2010,"Total Sexual Violence at the national level, rate per 100,000",23.8,
76,Brazil,2013,"Intentional homicide rates per 100,000",28.3,
76,Brazil,2013,"Percentage of male and female intentional homicide victims, Male",52.5,
76,Brazil,2013,"Percentage of male and female intentional homicide victims, Female",4.7,
76,Brazil,2013,"Assault rate per 100,000 population",329,
76,Brazil,2013,"Kidnapping at the national level, rate per 100,000",0.2,
76,Brazil,2013,"Theft at the national level, rate per 100,000 population",887.8,
76,Brazil,2013,"Robbery at the national level, rate per 100,000 population",503.6,
76,Brazil,2013,"Total Sexual Violence at the national level, rate per 100,000",28,
76,Brazil,2015,"Intentional homicide rates per 100,000",28.5,
76,Brazil,2015,"Percentage of male and female intentional homicide victims, Male",53.1,
76,Brazil,2015,"Percentage of male and female intentional homicide victims, Female",4.4,
76,Brazil,2015,"Assault rate per 100,000 population",303.7,
76,Brazil,2015,"Kidnapping at the national level, rate per 100,000",0.2,
76,Brazil,2015,"Robbery at the national level, rate per 100,000 population",758.4,
76,Brazil,2019,"Intentional homicide rates per 100,000",20.9,
76,Brazil,2019,"Percentage of male and female intentional homicide victims, Male",38.8,
76,Brazil,2019,"Percentage of male and female intentional homicide victims, Female",3.5,
76,Brazil,2019,"Assault rate per 100,000 population",285.6,
76,Brazil,2019,"Kidnapping at the national level, rate per 100,000",0.3,
76,Brazil,2019,"Theft at the national level, rate per 100,000 population",788.5,
76,Brazil,2019,"Robbery at the national level, rate per 100,000 population",560.5,
76,Brazil,2020,"Intentional homicide rates per 100,000",22.5,
76,Brazil,2020,"Percentage of male and female intentional homicide victims, Male",41.9,
76,Brazil,2020,"Percentage of male and female intentional homicide victims, Female",3.5,
76,Brazil,2020,"Assault rate per 100,000 population",217.4,
76,Brazil,2020,"Kidnapping at the national level, rate per 100,000",2.1,
76,Brazil,2020,"Theft at the national level, rate per 100,000 population",632.7,
92,British Virgin Islands,2004,"Intentional homicide rates per 100,000",17.9,
92,British Virgin Islands,2006,"Intentional homicide rates per 100,000",8.3,
96,Brunei Darussalam,2000,"Intentional homicide rates per 100,000",1.2,
96,Brunei Darussalam,2000,"Percentage of male and female intentional homicide victims, Male",1.2,
96,Brunei Darussalam,2000,"Percentage of male and female intentional homicide victims, Female",1.2,
96,Brunei Darussalam,2005,"Intentional homicide rates per 100,000",0.5,
96,Brunei Darussalam,2005,"Assault rate per 100,000 population",145.2,
96,Brunei Darussalam,2005,"Kidnapping at the national level, rate per 100,000",0,
96,Brunei Darussalam,2005,"Theft at the national level, rate per 100,000 population",329.2,
96,Brunei Darussalam,2005,"Robbery at the national level, rate per 100,000 population",2.5,
96,Brunei Darussalam,2006,"Intentional homicide rates per 100,000",0.8,
96,Brunei Darussalam,2006,"Assault rate per 100,000 population",121.8,
96,Brunei Darussalam,2006,"Kidnapping at the national level, rate per 100,000",0,
96,Brunei Darussalam,2006,"Theft at the national level, rate per 100,000 population",306.8,
96,Brunei Darussalam,2006,"Robbery at the national level, rate per 100,000 population",0.5,
96,Brunei Darussalam,2010,"Intentional homicide rates per 100,000",0.3,
96,Brunei Darussalam,2013,"Intentional homicide rates per 100,000",0.5,
100,Bulgaria,2005,"Intentional homicide rates per 100,000",2.6,
100,Bulgaria,2005,"Percentage of male and female intentional homicide victims, Male",3.9,
100,Bulgaria,2005,"Percentage of male and female intentional homicide victims, Female",1.3,
100,Bulgaria,2005,"Assault rate per 100,000 population",47.6,
100,Bulgaria,2005,"Kidnapping at the national level, rate per 100,000",2.5,
100,Bulgaria,2005,"Theft at the national level, rate per 100,000 population",560.9,
100,Bulgaria,2005,"Robbery at the national level, rate per 100,000 population",48.8,
100,Bulgaria,2005,"Total Sexual Violence at the national level, rate per 100,000",13.5,
100,Bulgaria,2010,"Intentional homicide rates per 100,000",2,
100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Male",3.3,
100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Female",0.7,
100,Bulgaria,2010,"Assault rate per 100,000 population",40.9,
100,Bulgaria,2010,"Kidnapping at the national level, rate per 100,000",1.6,
100,Bulgaria,2010,"Theft at the national level, rate per 100,000 population",679.9,
100,Bulgaria,2010,"Robbery at the national level, rate per 100,000 population",50.3,
100,Bulgaria,2010,"Total Sexual Violence at the national level, rate per 100,000",9.4,
100,Bulgaria,2015,"Intentional homicide rates per 100,000",1.8,
100,Bulgaria,2015,"Percentage of male and female intentional homicide victims, Male",2.8,
100,Bulgaria,2015,"Percentage of male and female intentional homicide victims, Female",0.8,
100,Bulgaria,2015,"Assault rate per 100,000 population",35,
100,Bulgaria,2015,"Kidnapping at the national level, rate per 100,000",1,
100,Bulgaria,2015,"Theft at the national level, rate per 100,000 population",532.2,
100,Bulgaria,2015,"Robbery at the national level, rate per 100,000 population",27,
100,Bulgaria,2015,"Total Sexual Violence at the national level, rate per 100,000",8.4,
100,Bulgaria,2019,"Intentional homicide rates per 100,000",1.2,
100,Bulgaria,2019,"Percentage of male and female intentional homicide victims, Male",1.8,
100,Bulgaria,2019,"Percentage of male and female intentional homicide victims, Female",0.6,
100,Bulgaria,2019,"Assault rate per 100,000 population",39.5,
100,Bulgaria,2019,"Kidnapping at the national level, rate per 100,000",1,
100,Bulgaria,2019,"Theft at the national level, rate per 100,000 population",473.9,
100,Bulgaria,2019,"Robbery at the national level, rate per 100,000 population",16.9,
100,Bulgaria,2019,"Total Sexual Violence at the national level, rate per 100,000",8.6,
100,Bulgaria,2020,"Intentional homicide rates per 100,000",1,
100,Bulgaria,2020,"Percentage of male and female intentional homicide victims, Male",1.3,
100,Bulgaria,2020,"Percentage of male and female intentional homicide victims, Female",0.7,
100,Bulgaria,2020,"Assault rate per 100,000 population",38.2,
100,Bulgaria,2020,"Kidnapping at the national level, rate per 100,000",1.2,
100,Bulgaria,2020,"Theft at the national level, rate per 100,000 population",389.1,
100,Bulgaria,2020,"Total Sexual Violence at the national level, rate per 100,000",8.2,
854,Burkina Faso,2005,"Intentional homicide rates per 100,000",0.5,
854,Burkina Faso,2010,"Intentional homicide rates per 100,000",0.8,
854,Burkina Faso,2015,"Intentional homicide rates per 100,000",0.6,
854,Burkina Faso,2017,"Intentional homicide rates per 100,000",1.3,
108,Burundi,2010,"Assault rate per 100,000 population",3.5,
108,Burundi,2010,"Kidnapping at the national level, rate per 100,000",0.3,
108,Burundi,2010,"Robbery at the national level, rate per 100,000 population",35,
108,Burundi,2010,"Total Sexual Violence at the national level, rate per 100,000",8.1,
108,Burundi,2014,"Intentional homicide rates per 100,000",5.7,
108,Burundi,2014,"Percentage of male and female intentional homicide victims, Male",9.5,
108,Burundi,2014,"Percentage of male and female intentional homicide victims, Female",2.1,
108,Burundi,2014,"Assault rate per 100,000 population",5.6,
108,Burundi,2014,"Kidnapping at the national level, rate per 100,000",0.8,
108,Burundi,2014,"Theft at the national level, rate per 100,000 population",8.2,
108,Burundi,2014,"Robbery at the national level, rate per 100,000 population",45.7,
108,Burundi,2014,"Total Sexual Violence at the national level, rate per 100,000",12.9,
108,Burundi,2015,"Intentional homicide rates per 100,000",4.5,
108,Burundi,2015,"Percentage of male and female intentional homicide victims, Male",7.6,
108,Burundi,2015,"Percentage of male and female intentional homicide victims, Female",1.5,
108,Burundi,2016,"Intentional homicide rates per 100,000",6.1,
108,Burundi,2016,"Percentage of male and female intentional homicide victims, Male",9.9,
108,Burundi,2016,"Percentage of male and female intentional homicide victims, Female",2.3,
132,Cabo Verde,2005,"Intentional homicide rates per 100,000",9.5,
132,Cabo Verde,2006,"Intentional homicide rates per 100,000",7.5,
132,Cabo Verde,2010,"Assault rate per 100,000 population",830.2,
132,Cabo Verde,2010,"Kidnapping at the national level, rate per 100,000",1.2,
132,Cabo Verde,2010,"Theft at the national level, rate per 100,000 population",761.4,
132,Cabo Verde,2010,"Robbery at the national level, rate per 100,000 population",624,
132,Cabo Verde,2010,"Total Sexual Violence at the national level, rate per 100,000",41.2,
132,Cabo Verde,2015,"Intentional homicide rates per 100,000",8.8,
132,Cabo Verde,2015,"Percentage of male and female intentional homicide victims, Male",14.8,
132,Cabo Verde,2015,"Percentage of male and female intentional homicide victims, Female",2.7,
132,Cabo Verde,2015,"Assault rate per 100,000 population",801.3,
132,Cabo Verde,2015,"Kidnapping at the national level, rate per 100,000",1,
132,Cabo Verde,2015,"Theft at the national level, rate per 100,000 population",785.5,
132,Cabo Verde,2015,"Robbery at the national level, rate per 100,000 population",494.5,
132,Cabo Verde,2015,"Total Sexual Violence at the national level, rate per 100,000",41.9,
132,Cabo Verde,2018,"Intentional homicide rates per 100,000",6.8,
132,Cabo Verde,2018,"Percentage of male and female intentional homicide victims, Male",9.5,
132,Cabo Verde,2018,"Percentage of male and female intentional homicide victims, Female",3.7,
132,Cabo Verde,2018,"Assault rate per 100,000 population",554.5,
132,Cabo Verde,2018,"Kidnapping at the national level, rate per 100,000",2.6,
132,Cabo Verde,2018,"Theft at the national level, rate per 100,000 population",630.6,
132,Cabo Verde,2018,"Robbery at the national level, rate per 100,000 population",408.6,
132,Cabo Verde,2018,"Total Sexual Violence at the national level, rate per 100,000",29.2,
132,Cabo Verde,2020,"Intentional homicide rates per 100,000",6.5,
132,Cabo Verde,2020,"Percentage of male and female intentional homicide victims, Male",9.7,
132,Cabo Verde,2020,"Percentage of male and female intentional homicide victims, Female",3.3,
116,Cambodia,2005,"Intentional homicide rates per 100,000",3.4,
116,Cambodia,2010,"Intentional homicide rates per 100,000",2.3,
116,Cambodia,2011,"Intentional homicide rates per 100,000",1.8,
120,Cameroon,2003,"Intentional homicide rates per 100,000",6,
120,Cameroon,2003,"Assault rate per 100,000 population",17.8,
120,Cameroon,2003,"Theft at the national level, rate per 100,000 population",70.5,
120,Cameroon,2005,"Assault rate per 100,000 population",17.7,
120,Cameroon,2005,"Theft at the national level, rate per 100,000 population",67.7,
120,Cameroon,2010,"Intentional homicide rates per 100,000",4.9,
120,Cameroon,2010,"Assault rate per 100,000 population",24.2,
120,Cameroon,2010,"Kidnapping at the national level, rate per 100,000",2.3,
120,Cameroon,2010,"Theft at the national level, rate per 100,000 population",80.7,
120,Cameroon,2010,"Total Sexual Violence at the national level, rate per 100,000",10.1,
120,Cameroon,2014,"Intentional homicide rates per 100,000",0.9,
120,Cameroon,2014,"Percentage of male and female intentional homicide victims, Male",1.1,
120,Cameroon,2014,"Percentage of male and female intentional homicide victims, Female",0.8,
120,Cameroon,2014,"Assault rate per 100,000 population",16.3,
120,Cameroon,2014,"Kidnapping at the national level, rate per 100,000",1.9,
120,Cameroon,2014,"Theft at the national level, rate per 100,000 population",111.4,
120,Cameroon,2014,"Robbery at the national level, rate per 100,000 population",16.3,
120,Cameroon,2014,"Total Sexual Violence at the national level, rate per 100,000",3.1,
120,Cameroon,2015,"Intentional homicide rates per 100,000",1.2,
120,Cameroon,2015,"Percentage of male and female intentional homicide victims, Male",1.3,
120,Cameroon,2015,"Percentage of male and female intentional homicide victims, Female",1,
120,Cameroon,2015,"Assault rate per 100,000 population",20.6,
120,Cameroon,2015,"Kidnapping at the national level, rate per 100,000",4.2,
120,Cameroon,2015,"Theft at the national level, rate per 100,000 population",69.9,
120,Cameroon,2015,"Robbery at the national level, rate per 100,000 population",20.6,
120,Cameroon,2016,"Intentional homicide rates per 100,000",1.2,
120,Cameroon,2016,"Percentage of male and female intentional homicide victims, Male",1.4,
120,Cameroon,2016,"Percentage of male and female intentional homicide victims, Female",0.9,
120,Cameroon,2016,"Assault rate per 100,000 population",7.7,
120,Cameroon,2016,"Kidnapping at the national level, rate per 100,000",2.4,
120,Cameroon,2016,"Robbery at the national level, rate per 100,000 population",17.6,
120,Cameroon,2017,"Intentional homicide rates per 100,000",1.4,
120,Cameroon,2017,"Assault rate per 100,000 population",18.1,
120,Cameroon,2017,"Kidnapping at the national level, rate per 100,000",3.5,
120,Cameroon,2017,"Robbery at the national level, rate per 100,000 population",18.1,
124,Canada,2005,"Intentional homicide rates per 100,000",2.1,
124,Canada,2005,"Percentage of male and female intentional homicide victims, Male",3,
124,Canada,2005,"Percentage of male and female intentional homicide victims, Female",1.1,
124,Canada,2005,"Assault rate per 100,000 population",166.2,
124,Canada,2005,"Kidnapping at the national level, rate per 100,000",12.1,
124,Canada,2005,"Theft at the national level, rate per 100,000 population","2,039.20",
124,Canada,2005,"Robbery at the national level, rate per 100,000 population",100.8,
124,Canada,2005,"Total Sexual Violence at the national level, rate per 100,000",81.9,
124,Canada,2010,"Intentional homicide rates per 100,000",1.6,
124,Canada,2010,"Percentage of male and female intentional homicide victims, Male",2.4,
124,Canada,2010,"Percentage of male and female intentional homicide victims, Female",0.9,
124,Canada,2010,"Assault rate per 100,000 population",162.3,
124,Canada,2010,"Kidnapping at the national level, rate per 100,000",12.6,
124,Canada,2010,"Theft at the national level, rate per 100,000 population","1,593.80",
124,Canada,2010,"Robbery at the national level, rate per 100,000 population",89.3,
124,Canada,2010,"Total Sexual Violence at the national level, rate per 100,000",78.8,
124,Canada,2015,"Intentional homicide rates per 100,000",1.7,
124,Canada,2015,"Percentage of male and female intentional homicide victims, Male",2.4,
124,Canada,2015,"Percentage of male and female intentional homicide victims, Female",1,
124,Canada,2015,"Assault rate per 100,000 population",140.8,
124,Canada,2015,"Kidnapping at the national level, rate per 100,000",10,
124,Canada,2015,"Theft at the national level, rate per 100,000 population","1,395.10",
124,Canada,2015,"Robbery at the national level, rate per 100,000 population",61.5,
124,Canada,2015,"Total Sexual Violence at the national level, rate per 100,000",76.2,
124,Canada,2017,"Intentional homicide rates per 100,000",1.8,
124,Canada,2017,"Percentage of male and female intentional homicide victims, Male",2.7,
124,Canada,2017,"Percentage of male and female intentional homicide victims, Female",0.9,
124,Canada,2017,"Assault rate per 100,000 population",151.7,
124,Canada,2017,"Kidnapping at the national level, rate per 100,000",10.3,
124,Canada,2017,"Theft at the national level, rate per 100,000 population","1,422.30",
124,Canada,2017,"Robbery at the national level, rate per 100,000 population",61.9,
124,Canada,2017,"Total Sexual Violence at the national level, rate per 100,000",74,
124,Canada,2020,"Intentional homicide rates per 100,000",2,
124,Canada,2020,"Percentage of male and female intentional homicide victims, Male",3,
124,Canada,2020,"Percentage of male and female intentional homicide victims, Female",0.9,
124,Canada,2020,"Assault rate per 100,000 population",181.8,
124,Canada,2020,"Kidnapping at the national level, rate per 100,000",9.2,
124,Canada,2020,"Theft at the national level, rate per 100,000 population","1,204.70",
124,Canada,2020,"Total Sexual Violence at the national level, rate per 100,000",86,
136,Cayman Islands,2005,"Intentional homicide rates per 100,000",6.1,
136,Cayman Islands,2010,"Intentional homicide rates per 100,000",15.9,
136,Cayman Islands,2014,"Intentional homicide rates per 100,000",8.2,
830,Channel Islands,2005,"Intentional homicide rates per 100,000",0.7,
830,Channel Islands,2010,"Intentional homicide rates per 100,000",0,
152,Chile,2005,"Intentional homicide rates per 100,000",3.6,
152,Chile,2005,"Percentage of male and female intentional homicide victims, Male",6.2,
152,Chile,2005,"Percentage of male and female intentional homicide victims, Female",1,
152,Chile,2005,"Kidnapping at the national level, rate per 100,000",0.9,
152,Chile,2005,"Theft at the national level, rate per 100,000 population",959.5,
152,Chile,2005,"Robbery at the national level, rate per 100,000 population",400.9,
152,Chile,2010,"Intentional homicide rates per 100,000",3.2,
152,Chile,2010,"Percentage of male and female intentional homicide victims, Male",5.3,
152,Chile,2010,"Percentage of male and female intentional homicide victims, Female",1.1,
152,Chile,2010,"Assault rate per 100,000 population",130.5,
152,Chile,2010,"Kidnapping at the national level, rate per 100,000",1.5,
152,Chile,2010,"Theft at the national level, rate per 100,000 population","1,095.90",
152,Chile,2010,"Robbery at the national level, rate per 100,000 population",478.6,
152,Chile,2010,"Total Sexual Violence at the national level, rate per 100,000",76.2,
152,Chile,2015,"Intentional homicide rates per 100,000",3.4,
152,Chile,2015,"Percentage of male and female intentional homicide victims, Male",6,
152,Chile,2015,"Percentage of male and female intentional homicide victims, Female",0.8,
152,Chile,2015,"Assault rate per 100,000 population",68.5,
152,Chile,2015,"Kidnapping at the national level, rate per 100,000",1.6,
152,Chile,2015,"Theft at the national level, rate per 100,000 population","1,032.50",
152,Chile,2015,"Robbery at the national level, rate per 100,000 population",592.5,
152,Chile,2015,"Total Sexual Violence at the national level, rate per 100,000",65.3,
152,Chile,2019,"Intentional homicide rates per 100,000",4,
152,Chile,2019,"Percentage of male and female intentional homicide victims, Male",7,
152,Chile,2019,"Percentage of male and female intentional homicide victims, Female",1,
152,Chile,2019,"Assault rate per 100,000 population",76.5,
152,Chile,2019,"Kidnapping at the national level, rate per 100,000",2.1,
152,Chile,2019,"Theft at the national level, rate per 100,000 population",892.5,
152,Chile,2019,"Robbery at the national level, rate per 100,000 population",652,
152,Chile,2019,"Total Sexual Violence at the national level, rate per 100,000",92.6,
152,Chile,2020,"Intentional homicide rates per 100,000",4.8,
152,Chile,2020,"Percentage of male and female intentional homicide victims, Male",8.6,
152,Chile,2020,"Assault rate per 100,000 population",61.4,
152,Chile,2020,"Kidnapping at the national level, rate per 100,000",1.6,
152,Chile,2020,"Theft at the national level, rate per 100,000 population",505,
152,Chile,2020,"Total Sexual Violence at the national level, rate per 100,000",82.1,
156,China,2005,"Intentional homicide rates per 100,000",1.6,
156,China,2010,"Intentional homicide rates per 100,000",1,
156,China,2015,"Intentional homicide rates per 100,000",0.7,
156,China,2018,"Intentional homicide rates per 100,000",0.5,
344,"China, Hong Kong SAR",2005,"Intentional homicide rates per 100,000",0.5,
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Male",0.6,
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Female",0.4,
344,"China, Hong Kong SAR",2005,"Assault rate per 100,000 population",119.5,
344,"China, Hong Kong SAR",2005,"Kidnapping at the national level, rate per 100,000",0,
344,"China, Hong Kong SAR",2005,"Theft at the national level, rate per 100,000 population",520.2,
344,"China, Hong Kong SAR",2005,"Robbery at the national level, rate per 100,000 population",24.7,
344,"China, Hong Kong SAR",2005,"Total Sexual Violence at the national level, rate per 100,000",21.6,
344,"China, Hong Kong SAR",2010,"Intentional homicide rates per 100,000",0.5,
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.5,
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Female",0.5,
344,"China, Hong Kong SAR",2010,"Assault rate per 100,000 population",109.1,
344,"China, Hong Kong SAR",2010,"Kidnapping at the national level, rate per 100,000",0,
344,"China, Hong Kong SAR",2010,"Theft at the national level, rate per 100,000 population",493,
344,"China, Hong Kong SAR",2010,"Robbery at the national level, rate per 100,000 population",11.2,
344,"China, Hong Kong SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",26.4,
344,"China, Hong Kong SAR",2013,"Intentional homicide rates per 100,000",0.9,
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Male",0.8,
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Female",1,
344,"China, Hong Kong SAR",2013,"Assault rate per 100,000 population",93.4,
344,"China, Hong Kong SAR",2013,"Kidnapping at the national level, rate per 100,000",0,
344,"China, Hong Kong SAR",2013,"Theft at the national level, rate per 100,000 population",445.7,
344,"China, Hong Kong SAR",2013,"Robbery at the national level, rate per 100,000 population",7.1,
344,"China, Hong Kong SAR",2013,"Total Sexual Violence at the national level, rate per 100,000",25.1,
344,"China, Hong Kong SAR",2015,"Intentional homicide rates per 100,000",0.3,
344,"China, Hong Kong SAR",2015,"Percentage of male and female intentional homicide victims, Male",0.4,
344,"China, Hong Kong SAR",2015,"Percentage of male and female intentional homicide victims, Female",0.2,
344,"China, Hong Kong SAR",2019,"Intentional homicide rates per 100,000",0.3,
344,"China, Hong Kong SAR",2019,"Percentage of male and female intentional homicide victims, Male",0.3,
344,"China, Hong Kong SAR",2019,"Percentage of male and female intentional homicide victims, Female",0.3,
344,"China, Hong Kong SAR",2019,"Assault rate per 100,000 population",76.1,
344,"China, Hong Kong SAR",2019,"Kidnapping at the national level, rate per 100,000",0,
344,"China, Hong Kong SAR",2019,"Theft at the national level, rate per 100,000 population",279.2,
344,"China, Hong Kong SAR",2019,"Robbery at the national level, rate per 100,000 population",2.8,
344,"China, Hong Kong SAR",2020,"Intentional homicide rates per 100,000",0.3,
344,"China, Hong Kong SAR",2020,"Percentage of male and female intentional homicide victims, Male",0.4,
344,"China, Hong Kong SAR",2020,"Percentage of male and female intentional homicide victims, Female",0.2,
344,"China, Hong Kong SAR",2020,"Assault rate per 100,000 population",63.8,
344,"China, Hong Kong SAR",2020,"Kidnapping at the national level, rate per 100,000",0,
344,"China, Hong Kong SAR",2020,"Theft at the national level, rate per 100,000 population",271,
446,"China, Macao SAR",2005,"Intentional homicide rates per 100,000",0.8,
446,"China, Macao SAR",2010,"Intentional homicide rates per 100,000",0.4,
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.8,
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Female",0,
446,"China, Macao SAR",2010,"Assault rate per 100,000 population",341.1,
446,"China, Macao SAR",2010,"Kidnapping at the national level, rate per 100,000",0.4,
446,"China, Macao SAR",2010,"Theft at the national level, rate per 100,000 population",522.5,
446,"China, Macao SAR",2010,"Robbery at the national level, rate per 100,000 population",33.1,
446,"China, Macao SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",8.4,
446,"China, Macao SAR",2015,"Intentional homicide rates per 100,000",0.2,
