Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
191,Croatia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
191,Croatia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
191,Croatia,1995,Industry (% of gross value added),31.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2005,Industry (% of gross value added),28.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2010,Industry (% of gross value added),25.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2015,Industry (% of gross value added),24.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2018,Industry (% of gross value added),24.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2019,Industry (% of gross value added),24.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,2020,Industry (% of gross value added),25.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
191,Croatia,1995,Services (% of gross value added),61.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2005,Services (% of gross value added),67.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2010,Services (% of gross value added),70.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2015,Services (% of gross value added),71.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2018,Services (% of gross value added),72.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2019,Services (% of gross value added),72.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
191,Croatia,2020,Services (% of gross value added),70.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
192,Cuba,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.4,Data classified according to ISIC Rev. 4.
192,Cuba,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.4,Data classified according to ISIC Rev. 4.
192,Cuba,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.7,Data classified according to ISIC Rev. 4.
192,Cuba,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.9,Data classified according to ISIC Rev. 4.
192,Cuba,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.8,Data classified according to ISIC Rev. 4.
192,Cuba,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,Data classified according to ISIC Rev. 4.
192,Cuba,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.7,Data classified according to ISIC Rev. 4.
192,Cuba,1995,Industry (% of gross value added),25.9,Data classified according to ISIC Rev. 4.
192,Cuba,2005,Industry (% of gross value added),21.8,Data classified according to ISIC Rev. 4.
192,Cuba,2010,Industry (% of gross value added),23.1,Data classified according to ISIC Rev. 4.
192,Cuba,2015,Industry (% of gross value added),22.6,Data classified according to ISIC Rev. 4.
192,Cuba,2018,Industry (% of gross value added),25.2,Data classified according to ISIC Rev. 4.
192,Cuba,2019,Industry (% of gross value added),25,Data classified according to ISIC Rev. 4.
192,Cuba,2020,Industry (% of gross value added),24.9,Data classified according to ISIC Rev. 4.
192,Cuba,1995,Services (% of gross value added),67.7,Data classified according to ISIC Rev. 4.
192,Cuba,2005,Services (% of gross value added),73.8,Data classified according to ISIC Rev. 4.
192,Cuba,2010,Services (% of gross value added),73.2,Data classified according to ISIC Rev. 4.
192,Cuba,2015,Services (% of gross value added),73.5,Data classified according to ISIC Rev. 4.
192,Cuba,2018,Services (% of gross value added),71,Data classified according to ISIC Rev. 4.
192,Cuba,2019,Services (% of gross value added),71.5,Data classified according to ISIC Rev. 4.
192,Cuba,2020,Services (% of gross value added),71.3,Data classified according to ISIC Rev. 4.
531,Curaçao,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;Includes mining and quarrying.
531,Curaçao,2005,Industry (% of gross value added),16.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2010,Industry (% of gross value added),16.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2015,Industry (% of gross value added),19.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2018,Industry (% of gross value added),20.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2019,Industry (% of gross value added),18.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2020,Industry (% of gross value added),16.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
531,Curaçao,2005,Services (% of gross value added),83,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
531,Curaçao,2010,Services (% of gross value added),83.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
531,Curaçao,2015,Services (% of gross value added),80.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
531,Curaçao,2018,Services (% of gross value added),79.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
531,Curaçao,2019,Services (% of gross value added),81,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
531,Curaçao,2020,Services (% of gross value added),83.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
196,Cyprus,1995,Industry (% of gross value added),22,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2005,Industry (% of gross value added),20.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2010,Industry (% of gross value added),16.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2015,Industry (% of gross value added),11.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2018,Industry (% of gross value added),14,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2019,Industry (% of gross value added),14.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,2020,Industry (% of gross value added),14.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
196,Cyprus,1995,Services (% of gross value added),72.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2005,Services (% of gross value added),76.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2010,Services (% of gross value added),81.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2015,Services (% of gross value added),86.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2018,Services (% of gross value added),84,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2019,Services (% of gross value added),83.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
196,Cyprus,2020,Services (% of gross value added),83.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
203,Czechia,1995,Industry (% of gross value added),38.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2005,Industry (% of gross value added),37.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2010,Industry (% of gross value added),36.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2015,Industry (% of gross value added),37.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2018,Industry (% of gross value added),35.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2019,Industry (% of gross value added),34.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,2020,Industry (% of gross value added),33.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
203,Czechia,1995,Services (% of gross value added),56.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2005,Services (% of gross value added),60.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2010,Services (% of gross value added),61.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2015,Services (% of gross value added),60,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2018,Services (% of gross value added),62.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2019,Services (% of gross value added),63.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
203,Czechia,2020,Services (% of gross value added),64.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
408,Dem. People's Rep. Korea,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",27.6,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",25,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.8,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.6,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.3,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.2,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.4,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,1995,Industry (% of gross value added),42,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2005,Industry (% of gross value added),42.8,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2010,Industry (% of gross value added),48.2,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2015,Industry (% of gross value added),46.2,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2018,Industry (% of gross value added),43.7,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2019,Industry (% of gross value added),44.7,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2020,Industry (% of gross value added),43.8,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,1995,Services (% of gross value added),30.3,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2005,Services (% of gross value added),32.2,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2010,Services (% of gross value added),31,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2015,Services (% of gross value added),32.2,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2018,Services (% of gross value added),33,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2019,Services (% of gross value added),34.1,Data classified according to ISIC Rev. 4.
408,Dem. People's Rep. Korea,2020,Services (% of gross value added),33.8,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",57,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.3,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.4,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.7,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",20,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.8,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.6,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,1995,Industry (% of gross value added),17,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2005,Industry (% of gross value added),32.9,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2010,Industry (% of gross value added),40.5,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2015,Industry (% of gross value added),44.8,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2018,Industry (% of gross value added),46,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2019,Industry (% of gross value added),42.4,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,2020,Industry (% of gross value added),40.7,Data classified according to ISIC Rev. 4.
180,Dem. Rep. of the Congo,1995,Services (% of gross value added),26,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2005,Services (% of gross value added),44.9,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2010,Services (% of gross value added),37,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2015,Services (% of gross value added),35.5,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2018,Services (% of gross value added),34.1,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2019,Services (% of gross value added),36.8,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
180,Dem. Rep. of the Congo,2020,Services (% of gross value added),37.7,Data classified according to ISIC Rev. 4.;Including restaurants and hotels.
208,Denmark,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
208,Denmark,1995,Industry (% of gross value added),25.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2005,Industry (% of gross value added),26.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2010,Industry (% of gross value added),22.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2015,Industry (% of gross value added),23,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2018,Industry (% of gross value added),24,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2019,Industry (% of gross value added),24.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,2020,Industry (% of gross value added),24.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
208,Denmark,1995,Services (% of gross value added),71.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2005,Services (% of gross value added),72.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2010,Services (% of gross value added),75.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2015,Services (% of gross value added),75.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2018,Services (% of gross value added),74.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2019,Services (% of gross value added),74.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
208,Denmark,2020,Services (% of gross value added),74.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
262,Djibouti,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.2,
262,Djibouti,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,
262,Djibouti,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.8,
262,Djibouti,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.3,
262,Djibouti,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,
262,Djibouti,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,
262,Djibouti,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,
262,Djibouti,1995,Industry (% of gross value added),15.3,
262,Djibouti,2005,Industry (% of gross value added),16.2,
262,Djibouti,2010,Industry (% of gross value added),16.1,
262,Djibouti,2015,Industry (% of gross value added),12.1,
262,Djibouti,2018,Industry (% of gross value added),11.8,
262,Djibouti,2019,Industry (% of gross value added),11.8,
262,Djibouti,2020,Industry (% of gross value added),12,
262,Djibouti,1995,Services (% of gross value added),81.5,
262,Djibouti,2005,Services (% of gross value added),80.2,
262,Djibouti,2010,Services (% of gross value added),81.1,
262,Djibouti,2015,Services (% of gross value added),86.6,
262,Djibouti,2018,Services (% of gross value added),86.9,
262,Djibouti,2019,Services (% of gross value added),86.9,
262,Djibouti,2020,Services (% of gross value added),86.6,
212,Dominica,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.7,Data classified according to ISIC Rev. 4.
212,Dominica,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.5,Data classified according to ISIC Rev. 4.
212,Dominica,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.7,Data classified according to ISIC Rev. 4.
212,Dominica,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.5,Data classified according to ISIC Rev. 4.
212,Dominica,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.7,Data classified according to ISIC Rev. 4.
212,Dominica,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",14.5,Data classified according to ISIC Rev. 4.
212,Dominica,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.8,Data classified according to ISIC Rev. 4.
212,Dominica,1995,Industry (% of gross value added),16.3,Data classified according to ISIC Rev. 4.
212,Dominica,2005,Industry (% of gross value added),15.2,Data classified according to ISIC Rev. 4.
212,Dominica,2010,Industry (% of gross value added),14,Data classified according to ISIC Rev. 4.
212,Dominica,2015,Industry (% of gross value added),14.7,Data classified according to ISIC Rev. 4.
212,Dominica,2018,Industry (% of gross value added),20,Data classified according to ISIC Rev. 4.
212,Dominica,2019,Industry (% of gross value added),18.3,Data classified according to ISIC Rev. 4.
212,Dominica,2020,Industry (% of gross value added),14.3,Data classified according to ISIC Rev. 4.
212,Dominica,1995,Services (% of gross value added),70,Data classified according to ISIC Rev. 4.
212,Dominica,2005,Services (% of gross value added),71.3,Data classified according to ISIC Rev. 4.
212,Dominica,2010,Services (% of gross value added),72.2,Data classified according to ISIC Rev. 4.
212,Dominica,2015,Services (% of gross value added),68.8,Data classified according to ISIC Rev. 4.
212,Dominica,2018,Services (% of gross value added),66.3,Data classified according to ISIC Rev. 4.
212,Dominica,2019,Services (% of gross value added),67.2,Data classified according to ISIC Rev. 4.
212,Dominica,2020,Services (% of gross value added),67.9,Data classified according to ISIC Rev. 4.
214,Dominican Republic,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
214,Dominican Republic,1995,Industry (% of gross value added),35.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2005,Industry (% of gross value added),32.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2010,Industry (% of gross value added),29.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2015,Industry (% of gross value added),30.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2018,Industry (% of gross value added),31.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2019,Industry (% of gross value added),31.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,2020,Industry (% of gross value added),32.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
214,Dominican Republic,1995,Services (% of gross value added),54.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2005,Services (% of gross value added),59.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2010,Services (% of gross value added),63.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2015,Services (% of gross value added),63.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2018,Services (% of gross value added),63.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2019,Services (% of gross value added),63,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
214,Dominican Republic,2020,Services (% of gross value added),61.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",10,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
